0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,100,100,100,10,10,20,20,20,20,20,0,0
0,0,0,0,0,0,0,0,100,0,0,0,1,20,20,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,4,4,4,3,3,3,3,0,0,0,0,0,0,0
0,0,0,0,4,4,4,4,4,4,0,0,3,0,0,0,0,0,0,0
0,0,4,4,4,0,0,4,0,4,8,3,3,7,6,6,0,0,0,0
0,4,4,0,0,0,0,4,4,4,0,0,3,0,0,6,0,0,0,0
0,0,0,0,0,0,4,4,0,4,3,3,3,0,0,6,0,0,0,0
0,0,0,0,0,4,4,0,5,5,5,5,5,0,0,60,0,0,0,0
0,0,0,0,0,4,0,0,5,5,5,5,5,1,1,10,0,0,0,0
0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
